counterfactual_group,target_object,sample_ids,states,gold_actions,step0_actions,step0_member_exact,step0_pair_exact,step0_same_actions,step11193_actions,step11193_member_exact,step11193_pair_exact,step11193_same_actions,comparison
shard_0_cf_0044,Drawer,shard_0_exp0_0406 | shard_0_exp0_0405,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1792,Drawer,shard_6_exp0_10995 | shard_6_exp0_10994,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1793,Safe,shard_6_exp0_10999 | shard_6_exp0_10998,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe) | GotoLocation(Safe),0 | 1,0,1,both_not_exact
shard_6_cf_1794,Fridge,shard_6_exp0_11004 | shard_6_exp0_11003,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1795,Safe,shard_6_exp0_11006 | shard_6_exp0_11005,closed | open,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Safe); OpenObject(Safe) | GotoLocation(Safe),1 | 1,1,0,candidate_fixed
shard_6_cf_1845,Drawer,shard_6_exp0_11128 | shard_6_exp0_11127,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_1846,Drawer,shard_6_exp0_11134 | shard_6_exp0_11133,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_1847,Drawer,shard_6_exp0_11136 | shard_6_exp0_11135,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1901,Drawer,shard_6_exp0_11310 | shard_6_exp0_11309,closed | open,"GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); OpenObject(Drawer); PutObject(DishSponge,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); PutObject(DishSponge,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); OpenObject(Drawer); PutObject(DishSponge,Drawer); CloseObject(Drawer) | GotoLocation(SideTable); PickupObject(DishSponge); GotoLocation(Drawer); PutObject(DishSponge,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_1902,Drawer,shard_6_exp0_11312 | shard_6_exp0_11311,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1903,Drawer,shard_6_exp0_11314 | shard_6_exp0_11313,closed | open,"GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_1904,Drawer,shard_6_exp0_11316 | shard_6_exp0_11315,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1905,Drawer,shard_6_exp0_11318 | shard_6_exp0_11317,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1910,Fridge,shard_6_exp0_11359 | shard_6_exp0_11358,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1917,Drawer,shard_6_exp0_11381 | shard_6_exp0_11380,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1918,Drawer,shard_6_exp0_11383 | shard_6_exp0_11382,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_1919,Drawer,shard_6_exp0_11386 | shard_6_exp0_11385,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_6_cf_1950,Fridge,shard_6_exp0_11468 | shard_6_exp0_11467,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1951,Fridge,shard_6_exp0_11470 | shard_6_exp0_11469,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_6_cf_1952,Fridge,shard_6_exp0_11472 | shard_6_exp0_11471,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1953,Fridge,shard_6_exp0_11474 | shard_6_exp0_11473,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1984,Fridge,shard_6_exp0_11574 | shard_6_exp0_11573,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_1992,Drawer,shard_6_exp0_11596 | shard_6_exp0_11595,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2029,Fridge,shard_6_exp0_11721 | shard_6_exp0_11720,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_6_cf_2086,Drawer,shard_6_exp0_11871 | shard_6_exp0_11870,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2143,Drawer,shard_6_exp0_12000 | shard_6_exp0_11999,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_6_cf_2144,Drawer,shard_6_exp0_12002 | shard_6_exp0_12001,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2145,Drawer,shard_6_exp0_12004 | shard_6_exp0_12003,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2150,Drawer,shard_6_exp0_12018 | shard_6_exp0_12017,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2151,Fridge,shard_6_exp0_12022 | shard_6_exp0_12021,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_6_cf_2200,Drawer,shard_6_exp0_12145 | shard_6_exp0_12144,closed | open,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer)",1 | 0,0,1,both_not_exact
shard_6_cf_2201,Drawer,shard_6_exp0_12147 | shard_6_exp0_12146,closed | open,"GotoLocation(Watch); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Watch); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer) | GotoLocation(DiningTable); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",0 | 0,0,1,both_not_exact
shard_6_cf_2202,Drawer,shard_6_exp0_12149 | shard_6_exp0_12148,closed | open,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_2203,Fridge,shard_6_exp0_12151 | shard_6_exp0_12150,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_6_cf_2204,Drawer,shard_6_exp0_12154 | shard_6_exp0_12153,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2223,Drawer,shard_6_exp0_12219 | shard_6_exp0_12218,closed | open,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_2224,Drawer,shard_6_exp0_12222 | shard_6_exp0_12221,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2297,Drawer,shard_6_exp0_12448 | shard_6_exp0_12447,closed | open,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_6_cf_2298,Drawer,shard_6_exp0_12450 | shard_6_exp0_12449,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2299,Drawer,shard_6_exp0_12453 | shard_6_exp0_12452,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_6_cf_2300,Drawer,shard_6_exp0_12455 | shard_6_exp0_12454,closed | open,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0004,Fridge,shard_7_exp0_0089 | shard_7_exp0_0088,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_7_cf_0010,Fridge,shard_7_exp0_0145 | shard_7_exp0_0144,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0011,Fridge,shard_7_exp0_0149 | shard_7_exp0_0148,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge) | GotoLocation(Fridge),0 | 1,0,1,both_not_exact
shard_7_cf_0012,Fridge,shard_7_exp0_0152 | shard_7_exp0_0151,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0017,Drawer,shard_7_exp0_0213 | shard_7_exp0_0212,closed | open,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0032,Fridge,shard_7_exp0_0334 | shard_7_exp0_0333,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0058,Fridge,shard_7_exp0_0627 | shard_7_exp0_0626,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0060,Drawer,shard_7_exp0_0667 | shard_7_exp0_0666,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0061,Drawer,shard_7_exp0_0669 | shard_7_exp0_0668,closed | open,"GotoLocation(RemoteControl); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(RemoteControl); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",0 | 0,0,0,both_not_exact
shard_7_cf_0067,Drawer,shard_7_exp0_0744 | shard_7_exp0_0743,closed | open,"GotoLocation(DiningTable); PickupObject(ButterKnife); GotoLocation(Drawer); OpenObject(Drawer); PutObject(ButterKnife,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(ButterKnife); GotoLocation(Drawer); PutObject(ButterKnife,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(ButterKnife); GotoLocation(Drawer); OpenObject(Drawer); PutObject(ButterKnife,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(ButterKnife); GotoLocation(Drawer); PutObject(ButterKnife,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0093,Fridge,shard_7_exp0_0965 | shard_7_exp0_0964,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0095,Drawer,shard_7_exp0_0980 | shard_7_exp0_0979,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0096,Drawer,shard_7_exp0_0989 | shard_7_exp0_0988,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0103,Drawer,shard_7_exp0_1024 | shard_7_exp0_1023,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0104,Drawer,shard_7_exp0_1031 | shard_7_exp0_1030,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0108,Drawer,shard_7_exp0_1097 | shard_7_exp0_1096,closed | open,"GotoLocation(Dresser); PickupObject(Book); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Book,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Book); GotoLocation(Drawer); PutObject(Book,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Book); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Book,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Book); GotoLocation(Drawer); PutObject(Book,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0109,Drawer,shard_7_exp0_1099 | shard_7_exp0_1098,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0110,Drawer,shard_7_exp0_1101 | shard_7_exp0_1100,closed | open,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0121,Fridge,shard_7_exp0_1321 | shard_7_exp0_1320,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_7_cf_0124,Drawer,shard_7_exp0_1359 | shard_7_exp0_1358,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0125,Drawer,shard_7_exp0_1362 | shard_7_exp0_1361,closed | open,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0128,Drawer,shard_7_exp0_1377 | shard_7_exp0_1376,closed | open,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",1 | 1,1,0,candidate_fixed
shard_7_cf_0129,Drawer,shard_7_exp0_1380 | shard_7_exp0_1379,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_7_cf_0177,Fridge,shard_7_exp0_1815 | shard_7_exp0_1814,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_7_cf_0178,Microwave,shard_7_exp0_1820 | shard_7_exp0_1819,closed | open,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Microwave); OpenObject(Microwave) | GotoLocation(Microwave),1 | 1,1,0,candidate_fixed
shard_7_cf_0203,Drawer,shard_7_exp0_2135 | shard_7_exp0_2134,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
